Rowid_,FID_1,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
,1189,2224,1811974593.177414894104004,256,338,82,291.091276978417284,17.445965793559267,647387.000000000000000,81,280,261,286
,1190,6612,5387039572.881774902343750,230,367,137,290.877041742286735,25.576809325593363,1923279.000000000000000,134,289,230,290
,1191,5166,4208930192.605452060699463,197,370,173,289.744289585752995,30.371232614549243,1496819.000000000000000,170,302,197,293
,1192,1054,858732563.493253231048584,196,415,219,240.503795066413659,26.827184038476371,253491.000000000000000,125,226,196,236
,1193,48258,39317567408.972877502441406,143,381,238,253.509241990965222,37.726025802866296,12233849.000000000000000,219,272,347,263
,1194,3641,2966456606.906010627746582,257,402,145,317.461686349903857,25.658912967600372,1155878.000000000000000,139,317,257,316
,1195,2682,2185124037.276000976562500,217,390,173,297.582774049216994,31.934532468279485,798117.000000000000000,164,289,217,295
,1196,17,13850525.217633116990328,256,305,49,282.235294117647072,14.056731323523591,4798.000000000000000,15,278,256,283
,1197,5808,4731991203.765479087829590,248,416,168,283.100895316804383,15.230601599862432,1644250.000000000000000,98,283,248,283
,1198,16453,13404864200.336334228515625,224,413,189,283.616179420166532,19.539049591676577,4666337.000000000000000,141,287,224,284
,1199,9044,7368479415.780817985534668,244,502,258,320.818996019460428,36.774313635374959,2901487.000000000000000,228,317,245,318
,1200,6681,5443256410.529814720153809,275,368,93,313.649603352791473,17.362605480423632,2095493.000000000000000,93,313,361,312
,1201,14571,11871529585.066596984863281,296,713,417,391.110287557477193,74.467371756428676,5698868.000000000000000,328,330,587,361
,1202,5,4073683.887539152055979,175,197,22,186.599999999999994,7.310266752998985,933.000000000000000,4,185,175,185
,1203,81270,66213657908.061378479003906,177,487,310,307.228817521840767,26.322106963378822,24968486.000000000000000,266,310,178,309
,1204,16605,13528704190.517524719238281,244,393,149,310.864739536284276,25.786224441986334,5161909.000000000000000,129,333,371,313
,1205,8853,7212864691.276823043823242,257,376,119,293.129108776685882,21.411349466809966,2595072.000000000000000,112,265,257,293
,1206,1273,1037159917.767468094825745,219,435,216,288.567164179104452,38.045684155312458,367346.000000000000000,158,306,219,295
,1207,10051,8188919350.731203079223633,269,494,225,339.174509999005068,47.071128794618637,3409043.000000000000000,221,309,269,325
,1208,5248,4275738608.361093997955322,222,352,130,278.605373475609781,15.513466124200827,1462121.000000000000000,110,273,222,278
,1209,8017,6531744745.280276298522949,270,670,400,382.728576774354508,82.130842488652448,3068335.000000000000000,332,316,575,341
,1210,9734,7930647792.261220932006836,238,412,174,285.003287446065315,23.442842578782788,2774222.000000000000000,140,269,362,283
,1211,2526,2058025099.984779596328735,265,584,319,369.168646080760084,84.646706887182972,932520.000000000000000,290,307,265,325
,1212,961,782962043.185024976730347,277,819,542,554.817898022892791,114.826137097902375,533180.000000000000000,353,617,279,594
,1213,3159,2573753480.147236347198486,136,802,666,246.680911680911692,128.857686515632111,779265.000000000000000,420,195,136,205
,1214,3521,2868688193.605071067810059,104,322,218,180.672252201079232,34.897487635853295,636147.000000000000000,161,138,104,180
,1215,168,136875778.621315509080887,100,224,124,139.285714285714278,24.872087735035851,23400.000000000000000,74,115,100,133
,1216,3740,3047115547.879285812377930,181,728,547,359.127807486631013,99.721072103122182,1343138.000000000000000,455,301,183,332
,1217,4145,3377083942.769957065582275,139,754,615,307.895778045838370,108.873159093862000,1276228.000000000000000,492,216,139,280
,1218,1851,1508077775.166994094848633,174,934,760,540.022150189087029,219.485479684783030,999581.000000000000000,609,759,174,612
,1219,408,332412605.223194837570190,211,327,116,274.262254901960773,28.031798239900269,111899.000000000000000,109,256,211,275
,1220,1917,1561850402.482510805130005,115,228,113,144.937402190923308,21.973694239487170,277845.000000000000000,103,120,197,142
,1221,2284,1860858799.827884674072266,93,768,675,194.684763572679515,115.581952922618711,444660.000000000000000,315,182,93,171
,1222,2482,2022176681.774435043334961,184,333,149,247.197421434327168,26.816138112983207,613544.000000000000000,135,263,184,247
,1223,11293,9200822428.395929336547852,-7,908,915,148.803152395289118,145.940993902367609,1680434.000000000000000,713,67,-7,114
,1224,3741,3047930284.656793594360352,6,208,202,108.149692595562684,36.329715316183723,404588.000000000000000,185,107,6,111
,1225,1121,913319927.586277842521667,196,507,311,295.218554861730581,68.756726726688328,330940.000000000000000,248,229,196,282
,1226,675,549947324.817785501480103,134,263,129,162.037037037037038,28.175063155447301,109375.000000000000000,106,139,134,152
,1227,4174,3400711309.317684173583984,139,698,559,314.450886439865826,103.900927977684148,1312518.000000000000000,440,371,139,329
,1228,1890,1539852509.489799499511719,189,876,687,509.226455026455028,161.430219952424636,962438.000000000000000,581,602,190,529
,1229,5499,4480237539.515559196472168,105,527,422,187.000909256228397,49.368555044833087,1028318.000000000000000,263,187,297,183
,1230,162,131987357.956268519163132,132,323,191,206.141975308641975,54.291607163942331,33395.000000000000000,100,136,137,204
,1231,5048,4112791252.859528064727783,120,473,353,191.882725832012682,61.270542293586651,968624.000000000000000,288,130,120,173
,1232,229,186574722.049293160438538,182,285,103,225.899563318777297,22.920471004664890,51731.000000000000000,83,209,182,223
,1233,141,114877885.628604084253311,229,537,308,324.794326241134740,61.802421138565499,45796.000000000000000,102,249,229,309
,1234,540,439957859.854228436946869,0,65,65,22.379629629629630,16.090207277508767,12085.000000000000000,66,16,59,20
,1235,7784,6341911076.120951652526855,246,806,560,386.918422404933210,90.468159155273412,3011773.000000000000000,476,364,250,364
,1236,2806,2286151397.686972141265869,195,813,618,381.953314326443319,134.093544656420534,1071761.000000000000000,485,267,201,325
,1237,5973,4866422772.054270744323730,-24,521,545,57.997488699146160,78.260888125129384,346419.000000000000000,395,2,-24,29
,1238,778,633865212.901092052459717,144,799,655,380.233933161953701,179.672414793544817,295822.000000000000000,397,348,148,329
,1239,19608,15975358733.373538970947266,22,823,801,192.060791513667880,132.276431543671322,3765928.000000000000000,703,78,22,158
,1240,16827,13709575755.124261856079102,16,605,589,174.650205027634172,65.745737483083616,2938839.000000000000000,469,164,20,170
,1241,121,98583150.078447476029396,100,260,160,159.024793388429742,34.488341019533372,19242.000000000000000,73,122,100,155
,1242,449,365816813.101015865802765,155,753,598,312.930957683741667,175.617148254372381,140506.000000000000000,211,182,155,213
,1243,75512,61522403543.171287536621094,-3,749,752,176.703212734399841,88.573429011133584,13343213.000000000000000,650,130,-3,152
,1244,2983,2430359807.305858135223389,-8,137,145,46.783774723432785,33.477165276302095,139556.000000000000000,143,20,-8,36
,1245,4008,3265465004.251384258270264,218,338,120,269.724301397205579,22.426350702895910,1081055.000000000000000,117,277,326,269
,1246,21292,17347375466.696723937988281,74,679,605,221.133900056359209,92.985218992620247,4708383.000000000000000,462,125,74,229
,1247,1102,897839928.813629150390625,132,582,450,251.831215970961892,76.957306653375923,277518.000000000000000,282,262,132,234
,1248,2994,2439321911.858444213867188,124,221,97,154.899131596526388,19.714050831350715,463768.000000000000000,93,138,204,151
,1249,572,466029436.734479010105133,180,286,106,230.828671328671334,22.741063325440422,132034.000000000000000,97,234,180,233
,1250,673,548317851.262769818305969,114,210,96,151.029717682020816,22.529802143287622,101643.000000000000000,92,132,186,148
,1251,23733,19336147940.593338012695313,79,366,287,157.127333249062474,33.808938682645653,3729103.000000000000000,199,156,252,155
,1252,6313,5143433276.406933784484863,202,375,173,281.777918580706455,29.202827041492018,1778864.000000000000000,159,279,204,283
,1253,8593,7001033129.124786376953125,-6,842,848,110.635400907715578,126.685906203353440,950690.000000000000000,607,1,303,70
,1254,7484,6097490042.868602752685547,0,229,229,78.504543025120256,41.643483236755607,587528.000000000000000,209,73,0,75
,1255,1978,1611549345.910488605499268,0,460,460,66.599089989888782,68.181192155774156,131733.000000000000000,257,42,97,46
,1256,11421,9305108735.916931152343750,139,452,313,250.136065143157339,56.275721963176949,2856804.000000000000000,284,292,359,252
,1257,41113,33496273133.679431915283203,64,488,424,167.260112373215293,71.457089509995669,6876565.000000000000000,411,125,67,143
,1258,5962,4857460667.501685142517090,135,489,354,220.172593089567272,60.434165779330577,1312669.000000000000000,315,203,266,208
,1259,69,56216837.648040294647217,171,773,602,294.217391304347814,145.661994044900865,20301.000000000000000,57,189,171,242
,1260,1720,1401347257.313468217849731,105,214,109,156.923837209302320,22.491794662416115,269909.000000000000000,105,156,208,158
,1261,10419,8488742484.854084968566895,64,771,707,131.923409156348981,76.088096909218365,1374510.000000000000000,426,78,228,117
,1262,2188,1782644069.187132835388184,141,358,217,232.995429616087762,31.433572004260910,509794.000000000000000,177,233,141,233
,1263,1103,898654665.591136932373047,199,316,117,251.186763372620135,25.461355474833145,277059.000000000000000,112,252,199,250
,1264,6644,5413111149.762024879455566,115,429,314,185.978928356411814,64.620879558779706,1235644.000000000000000,304,123,343,165
,1266,1741,1418456729.641132831573486,100,439,339,210.845491097070635,56.470776129225094,367082.000000000000000,243,151,100,203
,1267,1749,1424974623.861195325851440,210,376,166,291.397941680960571,29.323485462189645,509655.000000000000000,149,279,210,292
,1268,840,684378893.106577515602112,150,713,563,311.086904761904748,107.756110510375507,261313.000000000000000,317,247,150,277
,1269,6165,5022852233.335774421691895,157,433,276,275.488564476885642,48.611865362084664,1698387.000000000000000,235,300,157,286
,1270,1043,849770458.940667152404785,-1,37,38,11.466922339405562,7.572317299321302,11960.000000000000000,38,8,-1,9
,1271,5040,4106273358.639465332031250,0,57,57,24.887103174603176,12.830416812272956,125431.000000000000000,58,6,57,25
,1272,825,672157841.443960070610046,0,42,42,16.956363636363637,11.224779357535022,13989.000000000000000,43,5,42,16
,1273,5356,4363730180.331939697265625,-4,57,61,18.331590739357729,11.491945216677880,98184.000000000000000,59,5,-4,17
,1274,1276,1039604128.099991559982300,0,42,42,14.347962382445141,7.834170025347021,18308.000000000000000,41,7,36,12
,1275,784,638753633.566138982772827,0,28,28,8.700255102040817,6.208593446827080,6821.000000000000000,29,5,28,6
,1276,9415,7670746760.236223220825195,11,260,249,72.682952734997343,27.772080131471728,684310.000000000000000,215,70,12,67
,1277,11108,9050096124.556980133056641,4,85,81,44.197785379906371,16.122596086428199,490949.000000000000000,82,45,85,45
,1278,4679,3812153381.959138393402100,-7,43,50,13.275486215003205,8.753393971498927,62116.000000000000000,47,5,-7,9
,1279,143869,117215365443.274047851562500,-2,1781,1783,361.316273832444779,152.706682284042728,51982211.000000000000000,1249,183,-2,354
,1280,36736,29930170258.527656555175781,7,430,423,196.101126959930326,78.979867371055207,7203971.000000000000000,424,218,7,200
,1281,48868,39814556843.252655029296875,92,523,431,261.691925186215940,80.489691172160235,12788361.000000000000000,395,183,92,242
,1282,21928,17865548057.191703796386719,357,1234,877,646.062659613279834,121.393589572424062,14166862.000000000000000,625,667,357,658
,1283,13603,11082864384.439016342163086,-3,1675,1678,365.159303094905511,286.298580922224232,4967262.000000000000000,1218,2,469,298
,1284,29515,24046955988.143615722656250,93,588,495,297.169574792478386,121.936140822554094,8770960.000000000000000,495,243,93,269
,1285,154879,126185617363.635269165039063,-61,651,712,168.102802833179453,150.892313716561688,26035594.000000000000000,656,2,558,132
,1287,82897,67539234645.066619873046875,3,575,572,246.695911794154199,108.385385796624405,20450351.000000000000000,571,220,3,225
,1288,100191,81629292475.287033081054688,-4,1937,1941,396.144434130810168,243.141384505344746,39690107.000000000000000,1402,1,-4,370
,1289,208762,170086079146.089691162109375,-132,514,646,144.652058324790914,102.111207503632443,30197853.000000000000000,615,195,-132,171
,1290,1044,850585195.718174934387207,0,205,205,174.517241379310349,37.806331060446453,182196.000000000000000,98,199,0,190
,1291,23132,18846491137.311134338378906,-66,166,232,77.633105654504575,47.645818647292820,1795809.000000000000000,233,127,-61,82
,1292,291027,237110400147.771362304687500,57,1097,1040,402.022499630618483,203.921770529333060,116999402.000000000000000,1033,252,1081,351
,1293,70955,57809648048.068107604980469,274,376,102,324.949376365301930,17.462016586088474,23056783.000000000000000,102,345,376,328
,1294,63444,51690160112.206794738769531,-5,308,313,84.895797868986818,48.241686599373864,5386129.000000000000000,250,134,225,83
,1295,79212,64536929619.950263977050781,27,623,596,199.335403726708080,137.622642966976684,15789756.000000000000000,565,84,549,139
,1296,8466,6897561558.381292343139648,-5,45,50,9.925584691708009,8.107629396084834,84030.000000000000000,49,0,40,9
,1297,6288,5123064856.969237327575684,260,348,88,295.167620865139952,19.538502340993919,1856014.000000000000000,86,289,345,294
,1298,282275,229979823871.022827148437500,45,858,813,302.305085466300568,113.779422840455027,85333168.000000000000000,724,386,45,308
,1299,28057,22859069766.537197113037109,17,392,375,175.930712478169454,82.623811798527711,4936088.000000000000000,324,240,17,194
,1300,6974,5681974286.339609146118164,348,466,118,419.916690564955559,25.080811738607864,2928499.000000000000000,119,411,466,425
,1301,12043,9811875011.526802062988281,-2,69,71,30.196047496470978,16.652696735046664,363651.000000000000000,71,47,68,31
,1302,78536,63986167558.354972839355469,-4,132,136,43.107301110318836,23.663936771032073,3385475.000000000000000,134,46,132,45
,1303,26202,21347733044.260173797607422,-1,127,128,37.540989237462789,25.928246504142841,983649.000000000000000,129,7,127,33
,1304,346986,282702255480.332031250000000,209,467,258,335.613742341189550,49.702627347717737,116453270.000000000000000,252,322,210,339
,1305,53,43181049.207915008068085,1,4,3,2.528301886792453,0.767347147458972,134.000000000000000,4,3,4,3
,1306,261538,213084627315.842956542968750,91,562,471,276.804315242909240,79.113856573670091,72394847.000000000000000,472,232,91,265
,1307,5979,4871311192.719318389892578,0,650,650,91.651613982271286,84.725539310929491,547985.000000000000000,403,46,0,54
,1308,2242,1826639855.172555685043335,-2,2705,2707,684.856824264049919,546.507495763984593,1535449.000000000000000,1162,145,-2,554
,1309,14973,12199053769.624744415283203,350,984,634,617.223201763173734,78.756253017022189,9241683.000000000000000,453,669,350,634
,1310,6097,4967450132.465242385864258,124,1169,1045,564.972281449893444,184.039622454934687,3444636.000000000000000,825,668,124,609
,1311,3169,2581900847.922314643859863,4,1015,1011,376.940990848848230,217.999331224702132,1194526.000000000000000,734,25,47,429
,1312,1483,1208254641.044112443923950,-1,40,41,17.965610249494269,9.168801586752664,26643.000000000000000,41,3,37,19
,1313,9654,7865468850.060594558715820,0,58,58,24.683861611767142,16.090699863217935,238298.000000000000000,59,4,58,23
,1314,1571,1279951477.464801549911499,-2,48,50,21.439210693825590,13.129985812950746,33681.000000000000000,51,5,-2,23
,1315,16693,13600401026.938213348388672,-1,1827,1828,98.922841909782548,212.702936475522137,1651319.000000000000000,1051,5,172,36
,1316,26296,21424318301.345909118652344,-1,1912,1913,228.747984484332221,199.449592767852778,6015157.000000000000000,1244,151,-1,178
,1317,97743,79634816843.947860717773438,26,2106,2080,663.245490725678565,286.583376774022611,64827604.000000000000000,1644,472,28,643
,1318,39585,32251355337.647468566894531,327,2542,2215,1022.498294808639685,323.360593010200375,40475595.000000000000000,1660,734,327,962
,1319,70157,57159488099.616859436035156,-9,1950,1959,391.781105235400616,331.290157414793669,27486187.000000000000000,1536,8,-9,336
,1320,19282,15709754543.905986785888672,0,444,444,214.865107354008927,101.775992081967104,4143029.000000000000000,444,168,0,218
,1321,110846,90310312839.632965087890625,17,2512,2495,976.174187611641401,451.712763329212862,108205004.000000000000000,2263,1249,19,961
,1322,250404,204013348035.070770263671875,-12,2754,2766,260.410336895576734,303.119658622115310,65207790.000000000000000,2194,7,-12,165
,1323,17669,14395584121.785856246948242,498,1535,1037,934.868639990944644,150.647375088686744,16518194.000000000000000,875,756,498,936
,1324,46445,37840449631.351181030273438,4,2059,2055,739.299041877489458,441.450877205879578,34336744.000000000000000,1816,584,5,689
,1325,28240,23008166596.821132659912109,226,2225,1999,825.160233711048136,372.801246514897798,23302525.000000000000000,1801,910,226,841
,1329,347,282713661.795217156410217,-20,756,776,125.717579250720462,154.372172041363115,43624.000000000000000,168,5,-20,60
,1330,2338,1904854585.813307523727417,-1,722,723,216.809238665526095,176.048411425064074,506900.000000000000000,599,42,-1,164
,1331,1904,1551258824.374909162521362,-7,2327,2334,514.940126050420190,480.005467172979706,980446.000000000000000,948,2,-7,394
,1332,1176,958130450.349208593368530,-4,1761,1765,326.953231292516989,303.797177165134826,384497.000000000000000,590,51,-4,224
